Name,Phone,Hours,Rating,Address,URL
National Office of Disaster Services,+1 268-462-4742,Add hours,4,"456C+P4Q, American Road, Piggotts, Antigua & Barbuda","https://www.google.com/maps/place/National+Office+of+Disaster+Services/@17.1195903,-61.8706605,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c1293b0846d0c51:0x80bd97898a66129d!8m2!3d17.1118254!4d-61.8296385!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpnb3Zlcm5tZW504AEA!16s%2Fg%2F1tfl17m8?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
"Ministry of Information, Broadcasting, Telecommunications, Science and Technology",+1 268-468-4600,"Tuesday, 8:30 AM to 3 PM; Wednesday, 8:30 AM to 3 PM; Thursday, 8:30 AM to 3 PM; Friday, 8:30 AM to 2 PM; Saturday, Closed; Sunday, Closed; Monday, 8:30 AM to 3 PM. Hide open hours for the week",5,"46P2+JRF, Sir George Walter Hwy, Osbourn, Antigua & Barbuda","https://www.google.com/maps/place/Ministry+of+Information,+Broadcasting,+Telecommunications,+Science+and+Technology/@17.1365509,-61.8360671,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c129155867b5c63:0xcf74a49d16fc3f37!8m2!3d17.1365509!4d-61.7979583!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARFnb3Zlcm5tZW50X29mZmljZeABAA!16s%2Fg%2F1tgcsy4g?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
AIDS Secretariat,+1 268-462-5975,"Tuesday, 8 AM to 3:30 PM; Wednesday, 8 AM to 3:30 PM; Thursday, 8 AM to 3:30 PM; Friday, 8 AM to 12 PM; Saturday, Closed; Sunday, Closed; Monday, 8 AM to 3:30 PM. Hide open hours for the week",5,"45C5+M4P, Long St, St John's, Antigua & Barbuda","https://www.google.com/maps/place/AIDS+Secretariat/@17.1217,-61.8802792,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c1292355c293255:0xe88ddb4585d5580f!8m2!3d17.1217!4d-61.8421704!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGFaLyItZ292ZXJubWVudCBkZXBhcnRtZW50cyBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgERZ292ZXJubWVudF9vZmZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTmlaeloyYWtKQkVBReABAPoBBAgAECY!16s%2Fg%2F11bzrk9sww?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Prime Minister's Office / Min. of Foreign Affairs,+1 268-562-3860,Add hours,2,"4598+9CC, Queen Elizabeth Hwy, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Prime+Minister's+Office+%2F+Min.+of+Foreign+Affairs/@17.1217,-61.8802792,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c1293b668c05c1d:0x8100bc6d93ac98e1!8m2!3d17.1184272!4d-61.8339767!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARFnb3Zlcm5tZW50X29mZmljZeABAA!16s%2Fg%2F1hf7jbwg0?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Inland Revenue Department English Harbour Branch,Send to phone,"Tuesday, 9 AM to 2 PM; Wednesday, 9 AM to 2 PM; Thursday, 9 AM to 2 PM; Friday, 9 AM to 1 PM; Saturday, Closed; Sunday, Closed; Monday, 9 AM to 2 PM. Hide open hours for the week",5,"266J+P9G, English Harbour, Antigua & Barbuda","https://www.google.com/maps/place/Inland+Revenue+Department+English+Harbour+Branch/@17.0118134,-61.8071623,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c12eb9b538045df:0xc835eb9b9d068fab!8m2!3d17.0118134!4d-61.7690535!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARFnb3Zlcm5tZW50X29mZmljZeABAA!16s%2Fg%2F11h1f2gq7l?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Survey & Mapping Division,+1 268-462-2821,"Tuesday, 8 AM to 12 PM, 1 to 3 PM; Wednesday, 8 AM to 12 PM, 1 to 3 PM; Thursday, 8 AM to 12 PM, 1 to 3 PM; Friday, 8 AM to 1 PM; Saturday, Closed; Sunday, Closed; Monday, 8 AM to 12 PM, 1 to 3 PM. Hide open hours for the week",5,"45GJ+38V, Old Parham Road & Mahico Drive, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Survey+%26+Mapping+Division/@17.1252269,-61.8573264,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c1293c25db61c09:0xf903a477cd1cc3b5!8m2!3d17.1252269!4d-61.8192176!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARFnb3Zlcm5tZW50X29mZmljZeABAA!16s%2Fg%2F11c0rlwlzb?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Antigua and Barbuda Tourism Authority (Headquarters),+1 268-562-7600,"Tuesday, 8:30 AM to 4:30 PM; Wednesday, 8:30 AM to 4:30 PM; Thursday, 8:30 AM to 4:30 PM; Friday, 8:30 AM to 3 PM; Saturday, Closed; Sunday, Closed; Monday, 8:30 AM to 4:30 PM. Hide open hours for the week",5,"Factory Rd, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Antigua+and+Barbuda+Tourism+Authority+(Headquarters)/@17.1252269,-61.8573264,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c1295556f2b5685:0x686df096f56e342b!8m2!3d17.1205348!4d-61.8327086!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARp0b3VyaXN0X2luZm9ybWF0aW9uX2NlbnRlcuABAA!16s%2Fg%2F11r_glwlmh?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Audit Department,+1 268-462-9782,Add hours,3,"4595+H33, Temple St, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Audit+Department/@17.1188948,-61.8804345,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c12924ade467a79:0x643764c7c690278c!8m2!3d17.1188948!4d-61.8423257!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGFaLyItZ292ZXJubWVudCBkZXBhcnRtZW50cyBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgERZ292ZXJubWVudF9vZmZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTndlRFZZZUZobkVBReABAPoBBAgAEA8!16s%2Fg%2F11f03pl8h4?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Customs & Excise Barbuda Office,+1 268-464-5012,"Tuesday, 8 AM to 4:30 PM; Wednesday, 8 AM to 4:30 PM; Thursday, 8 AM to 4:30 PM; Friday, 8 AM to 4:30 PM; Saturday, 8 AM to 2 PM; Sunday, 8 AM to 2 PM; Monday, 8 AM to 4:30 PM. Hide open hours for the week",N/A,"Codrington, Antigua & Barbuda","https://www.google.com/maps/place/Customs+%26+Excise+Barbuda+Office/@17.6371389,-61.8623519,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c0d6e936dc2fadf:0x9792be90e2578566!8m2!3d17.6371389!4d-61.8242431!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARFnb3Zlcm5tZW50X29mZmljZeABAA!16s%2Fg%2F1q66yhy9p?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
"Customs, Immigration, Port Office",+1 268-462-7929,"Tuesday, 8 AM to 5 PM; Wednesday, 8 AM to 5 PM; Thursday, 8 AM to 5 PM; Friday, 8 AM to 5 PM; Saturday, 8 AM to 5 PM; Sunday, 8 AM to 5 PM; Monday, 8 AM to 5 PM. Hide open hours for the week",1.7,"3498+VF9, Jolly Harbour, Antigua & Barbuda","https://www.google.com/maps/place/Customs,+Immigration,+Port+Office/@17.0696646,-61.9218897,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c1293ebbd37b87f:0x1575fe7b7ffb31d1!8m2!3d17.0696646!4d-61.8837809!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGFaLyItZ292ZXJubWVudCBkZXBhcnRtZW50cyBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgERZ292ZXJubWVudF9vZmZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUllhMjk2TFZwbkVBReABAPoBBQjTBRAo!16s%2Fg%2F11lll9lry7?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Central Board of Health,+1 268-462-1891,"Tuesday, Closed; Wednesday, Closed; Thursday, Closed; Friday, Closed; Saturday, Closed; Sunday, Closed; Monday, Open 24 hours. Hide open hours for the week",5,"45C4+X9P, Upper Church Street, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Central+Board+of+Health/@17.1224746,-61.8821619,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c1293c7a2036651:0x1a3e7d15886c19a0!8m2!3d17.1224746!4d-61.8440531!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGFaLyItZ292ZXJubWVudCBkZXBhcnRtZW50cyBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgERaGVhbHRoX2NvbnN1bHRhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTndjVjgyVkZsQkVBReABAPoBBQiRARAa!16s%2Fg%2F11q1rf7618?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Antigua and Barbuda Coast Guard,+1 268-462-3206,Add hours,3.8,"44GV+RMC, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Antigua+and+Barbuda+Coast+Guard/@17.1224746,-61.8821619,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c1292391e5fa889:0x60102ad8470f3467!8m2!3d17.1270721!4d-61.8558741!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGFaLyItZ292ZXJubWVudCBkZXBhcnRtZW50cyBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgETY29hc3RfZ3VhcmRfc3RhdGlvbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSb2VVb3pZWFJuUlJBQuABAPoBBAgAECA!16s%2Fg%2F1hfbwg9dm?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Antigua and Barbuda Electoral Commission St Johns Rural West Constituency Registration Office,+1 268-562-4191,"Tuesday, 8:30 AM to 4 PM; Wednesday, 8:30 AM to 4 PM; Thursday, 8:30 AM to 4 PM; Friday, 8:30 AM to 3 PM; Saturday, Closed; Sunday, Closed; Monday, 8:30 AM to 4 PM. Hide open hours for the week",N/A,"4593+2C7, y Barbuda, Antigua & Barbuda","https://www.google.com/maps/place/Antigua+and+Barbuda+Electoral+Commission+St+Johns+Rural+West+Constituency+Registration+Office/@17.1224746,-61.8821619,14z/data=!4m10!1m2!2m1!1sgovernment+departments+in+antigua+and+barbuda!3m6!1s0x8c12930072c6a9d9:0x56dcb7d1cddf39a6!8m2!3d17.1174814!4d-61.846478!15sCi1nb3Zlcm5tZW50IGRlcGFydG1lbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARFnb3Zlcm5tZW50X29mZmljZeABAA!16s%2Fg%2F11w9hhp55j?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
