Name,Phone,Hours,Rating,Address,URL
Man Cave Bar & Restaurant,+1 268-786-7262,"Sunday, 11 AM to 2:30 AM; Monday, 11 AM to 2:30 AM; Tuesday, 11 AM to 2:30 AM; Wednesday, 11 AM to 2:30 AM; Thursday, 11 AM to 2:30 AM; Friday, 11 AM to 2:30 AM; Saturday, 11 AM to 2:30 AM. Hide open hours for the week",4.7,"Popeshead & Saint John's St, Saint John's, Antigua & Barbuda Saint John's, Antigua, Antigua & Barbuda","https://www.google.com/maps/place/Man+Cave+Bar+%26+Restaurant/@17.1557104,-62.003682,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c129346d4469a6f:0x24ae828918ec8ab9!8m2!3d17.125033!4d-61.8448297!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQ1iYXJfYW5kX2dyaWxs4AEA!16s%2Fg%2F11stj4y7t9?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
OJ's Beach Bar and Restaurant,+1 268-460-0184,"Sunday, 10 AM to 9:30 PM; Monday, 10 AM to 9:30 PM; Tuesday, 10 AM to 9:30 PM; Wednesday, 10 AM to 9:30 PM; Thursday, 10 AM to 9:30 PM; Friday, 10 AM to 9:30 PM; Saturday, 10 AM to 9:30 PM. Hide open hours for the week",4.2,"Crabbe Hill, Valley Rd, Crabb Hill Village, Village, Antigua & Barbuda","https://www.google.com/maps/place/OJ's+Beach+Bar+and+Restaurant/@17.1557104,-62.003682,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c0d69737b0ce183:0xc569173703a0733f!8m2!3d17.0336971!4d-61.8917866!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11byylv1pf?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Lite N Eze Bar & Restaurant,+1 268-785-6580,"Sunday, 12 to 9 PM; Monday, Closed; Tuesday, 5 to 10 PM; Wednesday, 5 to 10 PM; Thursday, 5 to 10 PM; Friday, 5 to 10 PM; Saturday, 3 to 10 PM. Hide open hours for the week",4.7,"Dockyard Drive, English Harbour, Antigua & Barbuda","https://www.google.com/maps/place/Lite+N+Eze+Bar+%26+Restaurant/@17.0114032,-61.9209458,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12eb6304baedd7:0x91f6e84546b1c499!8m2!3d17.0114032!4d-61.7685105!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11krh5gw6q?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Rokuni,+1 268-463-6161,"Sunday, 11:30 AM to 4 PM; Monday, Closed; Tuesday, 5:30 to 8:30 PM; Wednesday, 5:30 to 8:30 PM; Thursday, 5:30 to 8:30 PM; Friday, 5:30 to 8:30 PM; Saturday, 5:30 to 8:30 PM. Hide open hours for the week",4.5,"Sugar Ridge, St Mary's, Antigua & Barbuda","https://www.google.com/maps/place/Rokuni/@17.0602672,-62.0357124,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12bf339f59ddcf:0x4969c4748d29e05d!8m2!3d17.0602672!4d-61.8832771!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARBhc2lhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11pdg_mp1v?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
The Fox House Bar & Restaurant,+1 268-783-4250,N/A,4.5,"Valley Road, Antigua & Barbuda","https://www.google.com/maps/place/The+Fox+House+Bar+%26+Restaurant/@17.0602672,-62.0357124,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c1293789f1692b3:0xb1c5e65a3df882a1!8m2!3d17.0566091!4d-61.8885647!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11m_t0nfv5?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Cutie's,+1 268-562-1820,"Sunday, 10 AM to 2 PM; Monday, 11 AM to 5 PM; Tuesday, 11 AM to 5 PM; Wednesday, 11 AM to 5 PM; Thursday, 11 AM to 10 PM; Friday, 11 AM to 10 PM; Saturday, 11 AM to 10 PM. Hide open hours for the week",4.3,"Redcliffe Quay, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Cutie's/@17.0602672,-62.0357124,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12924a3c9a90f9:0xc52c2e4fd53aa796!8m2!3d17.1200885!4d-61.8454324!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11b6dgbc_f?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Turner's Beach,+1 268-462-9133,"Sunday, 8:30 AM to 6 PM; Monday, 8:30 AM to 6 PM; Tuesday, 8:30 AM to 6 PM; Wednesday, 8:30 AM to 6 PM; Thursday, 8:30 AM to 6 PM; Friday, 8:30 AM to 6 PM; Saturday, 8:30 AM to 6 PM. Hide open hours for the week",4.3,"24H6+86M, St John's St, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Turner's+Beach/@17.0602672,-62.0357124,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12f2824336e2bf:0x822f0baf2ead73e2!8m2!3d17.0283365!4d-61.8894549!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11g6rmtkqf?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Sea Dream Restaurant and Bar,+1 268-562-2637,"Sunday, 11:30 AM to 11 PM; Monday, 9 AM to 11 PM; Tuesday, 9 AM to 11 PM; Wednesday, 9 AM to 11 PM; Thursday, 9 AM to 11 PM; Friday, 9 AM to 11 PM; Saturday, 9 AM to 11 PM. Hide open hours for the week",4.2,Antigua & Barbuda,"https://www.google.com/maps/place/Sea+Dream+Restaurant+and+Bar/@17.0602672,-62.0357124,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c1293bbc0d28111:0x5ac1fb9f26902317!8m2!3d17.0647647!4d-61.8848905!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11crst6x6r?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
D'cravinz Restaurant & Bar,+1 268-785-3939,"Sunday, 12 to 7 PM; Monday, 11 AM to 8 PM; Tuesday, 11 AM to 8 PM; Wednesday, 11 AM to 8 PM; Thursday, 11 AM to 8 PM; Friday, 11 AM to 9 PM; Saturday, 11 AM to 9 PM. Hide open hours for the week",4,"All Saints Road, St John's, Antigua, and Barbuda, Antigua & Barbuda","https://www.google.com/maps/place/D'cravinz+Restaurant+%26+Bar/@17.0602672,-62.0357124,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12930acb94876b:0x7fafd6562b481673!8m2!3d17.0943003!4d-61.8171635!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11f57lc6vc?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Caribbean Taste,+1 268-562-3049,Add hours,4.8,"266J+CF4, English Harbour, Antigua & Barbuda","https://www.google.com/maps/place/Caribbean+Taste/@17.0110147,-61.9212465,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12eb0d1bfbf9ff:0x69deb5599900f906!8m2!3d17.0110147!4d-61.7688112!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARRjYXJpYmJlYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11dxf0215q?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Backyard,+1 268-461-0995,"Sunday, Closed; Monday, Closed; Tuesday, Closed; Wednesday, Closed; Thursday, Closed; Friday, Closed; Saturday, 1 to 6 PM. Hide open hours for the week",4.6,"4585+GPM, Sir Vivian Richards St, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Backyard/@17.0110147,-61.9212465,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12930486d21757:0xfcf5f3e740a65a67!8m2!3d17.1163278!4d-61.8407017!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11h0461qqp?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
